u,v,key,osmid,highway,oneway,service,reversed,length,grade,grade_abs,slope_pct,walk_speed_kmh,walk_time_s,walk_time_min,elev_u,elev_v,elev_gain_m,elev_loss_m,lanes,maxspeed,name,ref,access,bridge,width,junction,tunnel
5501458393,245018010,0,25792391,tertiary,False,,False,159.060239633834,0.0,0.0,0.0,5.036742124615245,113.68794520635586,1.8947990867725977,426.8715057373047,426.8715057373047,0.0,0.0,2,,Via alla Veduta,,,,,,
5501458393,245018011,0,25792391,tertiary,False,,True,15.60477893695684,0.0,0.0,0.0,5.036742124615245,11.15348032183323,0.1858913386972205,426.8715057373047,426.8715057373047,0.0,0.0,2,,Via alla Veduta,,,,,,
5501458393,5501458389,0,572659604,service,False,parking_aisle,False,44.522170754422646,0.0,0.0,0.0,5.036742124615245,31.822120479945212,0.5303686746657535,426.8715057373047,426.8715057373047,0.0,0.0,,,,,,,,,
3920435234,245018010,0,388857949,service,False,driveway,True,40.8892049841828,0.0,0.0,0.0,5.036742124615245,29.22546644261696,0.48709110737694933,426.8715057373047,426.8715057373047,0.0,0.0,,,,,,,,,
245018011,5501458413,0,299631530,tertiary,False,,True,30.864335604473478,0.0,0.0,0.0,5.036742124615245,22.060213810249877,0.3676702301708313,426.8715057373047,426.8715057373047,0.0,0.0,,,Strada Imperiale,SP17,,,,,
245018011,5501458389,0,23809374,tertiary,False,,False,52.65823386094158,0.0,0.0,0.0,5.036742124615245,37.637353116201254,0.6272892186033542,426.8715057373047,426.8715057373047,0.0,0.0,2,,Via per Tavernaro,,,,,,
245018011,5501458393,0,25792391,tertiary,False,,False,15.60477893695684,0.0,0.0,0.0,5.036742124615245,11.15348032183323,0.1858913386972205,426.8715057373047,426.8715057373047,0.0,0.0,2,,Via alla Veduta,,,,,,
5501458413,245018011,0,299631530,tertiary,False,,False,30.864335604473478,0.0,0.0,0.0,5.036742124615245,22.060213810249877,0.3676702301708313,426.8715057373047,426.8715057373047,0.0,0.0,,,Strada Imperiale,SP17,,,,,
5501458413,5501458412,0,572659606,service,False,,False,11.192958007228395,0.0,0.0,0.0,5.036742124615245,8.000141327287094,0.13333568878811825,426.8715057373047,426.8715057373047,0.0,0.0,,,,,,,,,
5501458413,979927809,0,299631530,tertiary,False,,True,116.04233539669248,0.0,0.0,0.0,5.036742124615245,82.94099580490334,1.3823499300817224,426.8715057373047,426.8715057373047,0.0,0.0,,,Strada Imperiale,SP17,,,,,
5501458389,258015151,0,23809374,tertiary,False,,False,321.9957583914217,0.0,0.0,0.0,5.036742124615245,230.14573736940483,3.8357622894900802,426.8715057373047,426.8715057373047,0.0,0.0,2,,Via per Tavernaro,,,,,,
5501458389,245018011,0,23809374,tertiary,False,,True,52.65823386094158,0.0,0.0,0.0,5.036742124615245,37.637353116201254,0.6272892186033542,426.8715057373047,426.8715057373047,0.0,0.0,2,,Via per Tavernaro,,,,,,
5501458389,5501458393,0,572659604,service,False,parking_aisle,True,44.522170754422646,0.0,0.0,0.0,5.036742124615245,31.822120479945212,0.5303686746657535,426.8715057373047,426.8715057373047,0.0,0.0,,,,,,,,,
