u,v,key,osmid,highway,oneway,service,reversed,length,grade,grade_abs,slope_pct,walk_speed_kmh,walk_time_s,walk_time_min,elev_u,elev_v,elev_gain_m,elev_loss_m,lanes,maxspeed,name,ref,access,bridge,width,junction,tunnel
274232995,312554197,0,28449640,residential,False,,True,87.38219440546906,0.1304497660417282,0.1304497660417282,13.04497660417282,3.1905243874959,98.59692691663929,1.6432821152773216,756.10302734375,767.5020141601562,11.39898681640625,0.0,,,Località Passo Cimirlo,,,,,,
274232995,800977539,0,576305623,residential,False,,False,197.6166000708147,0.04598779483555348,0.04598779483555348,4.598779483555348,4.287921802751605,165.9124846442879,2.7652080774047985,756.10302734375,765.1909790039062,9.08795166015625,0.0,,,Località Passo Cimirlo,,,,,,
274232995,274232991,0,576305623,residential,False,,True,70.31793772791056,-0.11604484493362244,0.11604484493362244,-11.604484493362243,4.761689355804068,53.1627657549558,0.88604609591593,756.10302734375,747.9429931640625,0.0,8.1600341796875,,,Località Passo Cimirlo,,,,,,
312554197,312554196,0,28449640,residential,False,,True,19.530231649439987,0.10747435366429395,0.10747435366429395,10.747435366429395,3.457684797409285,20.334078453496907,0.3389013075582818,767.5020141601562,769.6010131835938,2.0989990234375,0.0,,,Località Passo Cimirlo,,,,,,
312554197,274232995,0,28449640,residential,False,,False,87.38219440546908,-0.13044976604172817,0.13044976604172817,-13.044976604172817,4.5275696212908105,69.48008008102217,1.1580013346837028,767.5020141601562,756.10302734375,0.0,11.39898681640625,,,Località Passo Cimirlo,,,,,,
312554197,3819819486,0,378575887,service,False,driveway,False,33.436772156087976,-0.12919929304336836,0.12919929304336836,-12.919929304336836,4.547428660135042,26.470427302611515,0.4411737883768586,767.5020141601562,763.1820068359375,0.0,4.32000732421875,,,,,,,,,
800977539,5479941851,0,"[65728801, 1291691090]",path,False,,"[False, True]",184.20674952278577,0.009592638777740196,0.009592638777740196,0.9592638777740196,4.8704446338202665,136.1568292301628,2.26928048716938,765.1909790039062,766.9580078125,1.76702880859375,0.0,,,Strada per il parco,,no,,1,,
800977539,3946471228,0,391423902,path,False,,True,122.46454239267632,0.15014958721130123,0.15014958721130123,15.014958721130123,2.977952292008212,148.04547198314182,2.467424533052364,765.1909790039062,783.5789794921875,18.38800048828125,0.0,,,Trail del Forte,,,,,,
800977539,312554240,0,576305623,residential,False,,False,47.199288915938546,0.07947233282130182,0.07947233282130182,7.947233282130182,3.8137246283679094,44.5541974461054,0.74256995743509,765.1909790039062,768.9420166015625,3.75103759765625,0.0,,,Località Passo Cimirlo,,,,,,
800977539,274232995,0,576305623,residential,False,,True,197.61660007081477,-0.045987794835553465,0.045987794835553465,-4.598779483555346,5.916332525839038,120.24675035554084,2.0041125059256806,765.1909790039062,756.10302734375,0.0,9.08795166015625,,,Località Passo Cimirlo,,,,,,
274233022,274233034,0,1291556915,residential,False,,False,148.92995186864363,0.13031643249740082,0.13031643249740082,13.031643249740082,3.192013648700671,167.965392925359,2.79942321542265,784.5399780273438,803.947998046875,19.40802001953125,0.0,,,Località Passo Cimirlo,,,,,,
274233022,312554240,0,1291556915,residential,False,,True,127.39348618650814,-0.12243923839987654,0.12243923839987654,-12.243923839987653,4.656304625968253,98.49367408517921,1.6415612347529869,784.5399780273438,768.9420166015625,0.0,15.59796142578125,,,Località Passo Cimirlo,,,,,,
274233022,12104088656,0,1307015227,track,False,,False,180.8151848661373,0.05873971659353061,0.05873971659353061,5.873971659353061,4.1007523675286714,158.7354239364572,2.6455903989409535,784.5399780273438,795.1610107421875,10.62103271484375,0.0,,,,,,,,,
274233034,277934308,0,"[34113673, 25506962]",path,False,,False,105.70561230515499,0.10811136955182925,0.10811136955182925,10.811136955182924,3.4499842844349695,110.30201094405331,1.838366849067555,803.947998046875,815.3759765625,11.427978515625,0.0,,,,,,,,,
274233034,3946471228,0,391423902,path,False,,False,151.02105131033625,-0.13487535928240088,0.13487535928240088,-13.487535928240089,4.4579798355129,121.9556401727554,2.0325940028792564,803.947998046875,783.5789794921875,0.0,20.3690185546875,,,Trail del Forte,,,,,,
274233034,3819819550,0,481007147,residential,False,,False,70.3522712449777,-0.02858452602222931,0.02858452602222931,-2.8584526022229313,5.5667160963881255,45.49687321870945,0.7582812203118242,803.947998046875,801.93701171875,0.0,2.010986328125,,,Località Passo Cimirlo,,,,,,
274233034,274233022,0,1291556915,residential,False,,True,148.92995186864357,-0.13031643249740088,0.13031643249740088,-13.031643249740089,4.529682983537879,118.36321187942433,1.9727201979904054,803.947998046875,784.5399780273438,0.0,19.40802001953125,,,Località Passo Cimirlo,,,,,,
312554240,13990829142,0,576305616,residential,False,,True,85.5788412502962,-0.12970538580475735,0.12970538580475735,-12.970538580475734,4.5393808173630825,67.86913037184476,1.1311521728640794,768.9420166015625,757.8419799804688,0.0,11.10003662109375,,,Località Passo Cimirlo,,,,,,
312554240,800977539,0,576305623,residential,False,,True,47.199288915938546,-0.07947233282130182,0.07947233282130182,-7.947233282130182,5.411932859387781,31.39681228724639,0.5232802047874399,768.9420166015625,765.1909790039062,0.0,3.75103759765625,,,Località Passo Cimirlo,,,,,,
312554240,274233022,0,1291556915,residential,False,,False,127.39348618650816,0.12243923839987653,0.12243923839987653,12.243923839987653,3.2812424120219768,139.7691766359985,2.3294862772666414,768.9420166015625,784.5399780273438,15.59796142578125,0.0,,,Località Passo Cimirlo,,,,,,
12104088656,274233022,0,1307015227,track,False,,True,180.8151848661373,-0.05873971659353061,0.05873971659353061,-5.873971659353061,5.819244609576908,111.85896266447216,1.8643160444078692,795.1610107421875,784.5399780273438,0.0,10.62103271484375,,,,,,,,,
274233032,3819819550,0,481007147,residential,False,,True,39.59463357326455,0.13332593896722608,0.13332593896722608,13.332593896722608,3.1585677552457136,45.12826442523591,0.7521377404205986,796.6580200195312,801.93701171875,5.27899169921875,0.0,,,Località Passo Cimirlo,,,,,,
3819819550,274233032,0,481007147,residential,False,,False,39.59463357326455,-0.13332593896722608,0.13332593896722608,-13.332593896722608,4.482221001502243,31.80135045014046,0.530022507502341,801.93701171875,796.6580200195312,0.0,5.27899169921875,,,Località Passo Cimirlo,,,,,,
3819819550,274233034,0,481007147,residential,False,,True,70.3522712449777,0.02858452602222931,0.02858452602222931,2.8584526022229313,4.557223826509458,55.57510144852967,0.9262516908088279,801.93701171875,803.947998046875,2.010986328125,0.0,,,Località Passo Cimirlo,,,,,,
3819819550,11974948917,0,1291692645,footway,False,,True,113.98294010233633,-0.20897013834117206,0.20897013834117206,-20.897013834117207,3.4396302668223324,119.2972943418997,1.9882882390316616,801.93701171875,778.1179809570312,0.0,23.81903076171875,,,,,no,,0.5,,
277934308,274233075,0,29179318,path,False,,False,198.13590892343626,0.30312525319073863,0.30312525319073863,30.312525319073863,1.7433718503583697,409.14350657763913,6.819058442960652,815.3759765625,875.4359741210938,60.05999755859375,0.0,,,,,,,,,
277934308,277934325,0,34113673,path,False,,False,79.90348796353128,0.07883274423944646,0.07883274423944646,7.883274423944646,3.8222714426204636,75.2569672214343,1.2542827870239048,815.3759765625,821.6749877929688,6.29901123046875,0.0,,,,,,,,,
277934308,274233034,0,"[34113673, 25506962]",path,False,,True,105.70561230515497,-0.10811136955182926,0.10811136955182926,-10.811136955182926,4.895760741198395,77.72851338429754,1.2954752230716258,815.3759765625,803.947998046875,0.0,11.427978515625,,,,,,,,,
3946471228,800977539,0,391423902,path,False,,False,122.46454239267632,-0.15014958721130123,0.15014958721130123,-15.014958721130123,4.225915458847765,104.32588084330554,1.738764680721759,783.5789794921875,765.1909790039062,0.0,18.38800048828125,,,Trail del Forte,,,,,,
3946471228,274233034,0,391423902,path,False,,True,151.02105131033625,0.13487535928240088,0.13487535928240088,13.487535928240089,3.1414852942921296,173.06329133707337,2.8843881889512226,783.5789794921875,803.947998046875,20.3690185546875,0.0,,,Trail del Forte,,,,,,
3946471228,11974948917,0,1291692060,path,False,,False,52.21303486164389,-0.10459071282922003,0.10459071282922003,-10.459071282922002,4.956460981767607,37.92361650648645,0.6320602751081075,783.5789794921875,778.1179809570312,0.0,5.46099853515625,,,Strada per il forte,,no,,0 .5,,
274233075,277934308,0,29179318,path,False,,True,198.1359089234363,-0.30312525319073863,0.30312525319073863,-30.312525319073863,2.4739624179745427,288.31855607101244,4.805309267850207,875.4359741210938,815.3759765625,0.0,60.05999755859375,,,,,,,,,
274233075,12043629793,0,1300249064,path,False,,False,186.01348901544077,-0.02756226525364737,0.02756226525364737,-2.756226525364737,5.546834460812629,120.72625660392993,2.0121042767321655,875.4359741210938,870.3090209960938,0.0,5.126953125,,,,,,,,,
274233075,12043629783,0,1300249064,path,False,,True,120.02637632686567,-1.5,1.5,-150.0,0.5,864.1899095534328,14.40316515922388,875.4359741210938,426.8715057373047,0.0,448.56446838378906,,,,,,,,,
12043629793,274233075,0,1300249064,path,False,,True,186.01348901544077,0.02756226525364737,0.02756226525364737,2.756226525364737,4.573558379846994,146.41740737504034,2.440290122917339,870.3090209960938,875.4359741210938,5.126953125,0.0,,,,,,,,,
12043629783,277934479,0,231094873,path,False,,False,199.19635986250387,1.5,1.5,150.0,0.5,1434.2137910100278,23.903563183500463,426.8715057373047,883.2919921875,456.4204864501953,0.0,,,,,,,,,
12043629783,12282244480,0,231094873,path,False,,True,154.28568953809886,0.0,0.0,0.0,5.036742124615245,110.27534636381348,1.8379224393968914,426.8715057373047,426.8715057373047,0.0,0.0,,,,,,,,,
12043629783,8550455911,0,920940613,path,False,,False,159.2714970497722,1.5,1.5,150.0,0.5,1146.7547787583596,19.112579645972662,426.8715057373047,933.5369873046875,506.6654815673828,0.0,,,,,,,,,
12043629783,274233075,0,1300249064,path,False,,False,120.02637632686567,1.5,1.5,150.0,0.5,864.1899095534328,14.40316515922388,426.8715057373047,875.4359741210938,448.56446838378906,0.0,,,,,,,,,
278998437,275606865,0,25302315,residential,False,,False,75.2348081243272,-0.04386251357902643,0.04386251357902643,-4.386251357902643,5.872487252012663,46.12105529130809,0.7686842548551348,381.86199951171875,378.56201171875,0.0,3.29998779296875,,,Via dei Rivi,,,,,,
278998437,278998441,0,78363051,residential,False,,False,82.90413608594501,0.05464140865783486,0.05464140865783486,5.464140865783486,4.159997772954835,71.74400232849413,1.1957333721415688,381.86199951171875,386.3919982910156,4.529998779296875,0.0,,,Via dei Rivi,,,,4.7,,
278998437,1999373861,0,"[78363051, 1199480638]","['service', 'residential']",False,,True,241.38201907888046,0.06511664423276882,0.06511664423276882,6.511664423276882,4.010240499322166,216.68906611233137,3.611484435205523,381.86199951171875,397.5799865722656,15.717987060546875,0.0,,,Via dei Rivi,,,,4.7,,
275607178,9517215768,0,52286125,residential,False,,True,3.7379466313994674,0.04013551525917096,0.04013551525917096,4.013551525917096,4.376656889967375,3.0746316678112713,0.051243861130187855,414.56298828125,414.7130126953125,0.1500244140625,0.0,,,Salita Sant'Agata,,,,,,
275607178,9517215751,0,574541256,tertiary,False,,True,3.6634111468444908,-0.0491325348333583,0.0491325348333583,-4.91325348333583,5.981810857755716,2.2047303805236345,0.03674550634206057,414.56298828125,414.38299560546875,0.0,0.17999267578125,2,,Via della Resistenza,,,,,,
275607178,10676294429,0,"[574541256, 189295415]","['residential', 'tertiary']",False,,"[False, True]",47.5737832636432,0.0945693852550558,0.0945693852550558,9.45693852550558,3.6174400994415845,47.34442452151547,0.7890737420252578,414.56298828125,419.06201171875,4.4990234375,0.0,2,,"['Via della Resistenza', 'Via Spré']",,,,4.5,,
9517215768,275607178,0,52286125,residential,False,,False,3.7379466313994674,-0.04013551525917096,0.04013551525917096,-4.013551525917096,5.796381088960069,2.3215533393185397,0.038692555655309,414.7130126953125,414.56298828125,0.0,0.1500244140625,,,Salita Sant'Agata,,,,,,
9517215768,289503031,0,52286125,residential,False,,True,57.38428811879491,0.11241733549393594,0.11241733549393594,11.241733549393594,3.3983798216312024,60.788801743915386,1.013146695731923,414.7130126953125,421.16400146484375,6.45098876953125,0.0,,,Salita Sant'Agata,,,,,,
9517215768,9517215758,0,"[1032967709, 1032967711]",footway,False,,False,13.211859936956468,-0.07561565459118383,0.07561565459118383,-7.561565459118383,5.485480421646395,8.670652726305415,0.14451087877175692,414.7130126953125,413.7139892578125,0.0,0.9990234375,,,,,,,,,
9517215768,9517215762,0,"[1032967710, 1032967711]",footway,False,,True,44.23443006285849,0.09630460349536125,0.09630460349536125,9.630460349536126,3.5955370102319923,44.28933641153531,0.7381556068589218,414.7130126953125,418.9729919433594,4.259979248046875,0.0,,,,,,,,,
10676294429,9517215762,0,417380281,service,False,driveway,False,5.8834569993489385,-0.015130521970412276,0.015130521970412276,-1.5130521970412276,5.31066092835216,3.988287989651081,0.06647146649418469,419.06201171875,418.9729919433594,0.0,0.089019775390625,,,,,,,,,
10676294429,275607178,0,"[574541256, 189295415]","['residential', 'tertiary']",False,,"[False, True]",47.57378326364321,-0.09456938525505579,0.09456938525505579,-9.45693852550558,5.1333918540975185,33.363052074898555,0.5560508679149759,419.06201171875,414.56298828125,0.0,4.4990234375,2,,"['Via della Resistenza', 'Via Spré']",,,,4.5,,
10676294429,1737209711,0,"[189295413, 189295415]",residential,False,,True,215.85358040207018,0.10352844192649273,0.10352844192649273,10.352844192649274,3.505769088372391,221.6554684176935,3.6942578069615584,419.06201171875,441.40899658203125,22.34698486328125,0.0,,,Via Spré,,,,"['4', '4.5']",,
10676294429,10676294448,0,1147361485,footway,False,,False,77.17455403045231,0.052853943160824424,0.052853943160824424,5.285394316082442,4.186104836088499,66.3691917398876,1.1061531956647932,419.06201171875,423.1409912109375,4.0789794921875,0.0,,,,,,,,,
275607372,11125253174,0,37067829,unclassified,False,,True,6.251419967570503,0.03838971555581918,0.03838971555581918,3.838971555581918,4.403481441573392,5.110754338778953,0.08517923897964923,479.97900390625,480.218994140625,0.239990234375,0.0,,,Via Vittorio Marchesoni,,,,,,
275607372,275607957,0,421817091,unclassified,False,,False,83.87849913546955,0.006091982252802615,0.006091982252802615,0.6091982252802615,4.930485842350889,61.24398417169222,1.0207330695282038,479.97900390625,480.489990234375,0.510986328125,0.0,,,Via Vittorio Marchesoni,,,,,,
275607372,275607379,0,1120615348,unclassified,False,,True,120.40428680173265,-0.04981563793736588,0.04981563793736588,-4.981563793736588,5.99612964552541,72.28920288768308,1.2048200481280513,479.97900390625,473.9809875488281,0.0,5.998016357421875,,30,Via Vittorio Marchesoni,,,,,,
11125253174,275607372,0,37067829,unclassified,False,,False,6.251419967570503,-0.03838971555581918,0.03838971555581918,-3.838971555581918,5.761071453683534,3.9064108237825126,0.06510684706304187,480.218994140625,479.97900390625,0.0,0.239990234375,,,Via Vittorio Marchesoni,,,,,,
11125253174,436645536,0,37067829,unclassified,False,,True,8.289450701347121,0.04704951660718829,0.04704951660718829,4.704951660718829,4.272017341984249,6.9854638068928665,0.11642439678154777,480.218994140625,480.6090087890625,0.3900146484375,0.0,,,Via Vittorio Marchesoni,,,,,,
11125253174,11125253173,0,1199480651,service,False,driveway,False,22.05263270617655,0.048974519470469234,0.048974519470469234,4.897451947046924,4.243331327001821,18.70923376570955,0.3118205627618258,480.218994140625,481.29901123046875,1.08001708984375,0.0,,,,,,,,,
275607379,12829096557,0,25610006,residential,False,,False,37.04110507804293,-0.02993912490320788,0.02993912490320788,-2.9939124903207883,5.593171095562149,23.841212078557422,0.3973535346426237,473.9809875488281,472.87200927734375,0.0,1.108978271484375,,,Via del Senter,,,,,,
275607379,275607372,0,1120615348,unclassified,False,,False,120.40428680173267,0.049815637937365875,0.049815637937365875,4.981563793736587,4.230857691478542,102.45096008766004,1.7075160014610007,473.9809875488281,479.97900390625,5.998016357421875,0.0,,30,Via Vittorio Marchesoni,,,,,,
275607379,1789972589,0,1120615348,unclassified,False,,True,26.280867476796892,-0.12210344189868083,0.12210344189868083,-12.210344189868083,4.661780340914968,20.29506240053762,0.33825104000896034,473.9809875488281,470.7720031738281,0.0,3.208984375,,30,Via Vittorio Marchesoni,,,,,,
12829096557,2729135920,0,25610006,residential,False,,False,7.309560283476617,-0.008208094094165348,0.008208094094165348,-0.8208094094165348,5.183537812612444,5.076536136475805,0.08460893560793008,472.87200927734375,472.81201171875,0.0,0.05999755859375,,,Via del Senter,,,,,,
12829096557,275607379,0,25610006,residential,False,,True,37.04110507804293,0.02993912490320788,0.02993912490320788,2.9939124903207883,4.535668728246541,29.399849563639975,0.4899974927273329,472.87200927734375,473.9809875488281,1.108978271484375,0.0,,,Via del Senter,,,,,,
12829096557,1789972589,0,1385650701,service,False,,True,28.220283594918122,-0.07441477674922416,0.07441477674922416,-7.441477674922416,5.50858481396863,18.442671643011902,0.307377860716865,472.87200927734375,470.7720031738281,0.0,2.100006103515625,,,,,,,,,
1789972589,275607379,0,1120615348,unclassified,False,,False,26.280867476796892,0.12210344189868083,0.12210344189868083,12.210344189868083,3.2851010831276213,28.800064449278107,0.4800010741546351,470.7720031738281,473.9809875488281,3.208984375,0.0,,30,Via Vittorio Marchesoni,,,,,,
1789972589,2729135924,0,1120615348,unclassified,False,,True,62.954836058744036,-0.11244584932538149,0.11244584932538149,-11.24458493253815,4.82204926580709,47.0002269405568,0.7833371156759467,470.7720031738281,463.6929931640625,0.0,7.079010009765625,,30,Via Vittorio Marchesoni,,,,,,
1789972589,12829096557,0,1385650701,service,False,,False,28.220283594918122,0.07441477674922416,0.07441477674922416,7.441477674922416,3.881834109609068,26.17139683795928,0.4361899472993213,470.7720031738281,472.87200927734375,2.100006103515625,0.0,,,,,,,,,
275607396,13618323099,0,33786715,track,False,,False,177.7485670166486,0.06330847506411826,0.06330847506411826,6.330847506411826,4.035700152532426,158.5585690399712,2.6426428173328533,436.5780029296875,447.83099365234375,11.25299072265625,0.0,,,,,,,,,
275607396,4020123745,0,399280053,service,False,,False,11.791899313266843,0.030528190751890776,0.030528190751890776,3.0528190751890776,4.526327035161645,9.37865010592294,0.15631083509871566,436.5780029296875,436.93798828125,0.3599853515625,0.0,,,,,,,,,
275607396,13618331003,0,1120615348,unclassified,False,,False,142.31101888367346,0.10959787222119738,0.10959787222119738,10.959787222119738,3.4320814588969073,149.27374950648382,2.4878958251080636,436.5780029296875,452.17498779296875,15.59698486328125,0.0,,30,Via Vittorio Marchesoni,,,,,,
275607396,275607399,0,1120615348,unclassified,False,,True,74.04352657277238,-0.12963994919938468,0.12963994919938468,-12.963994919938468,4.5404205822753765,58.70748994103074,0.9784581656838456,436.5780029296875,426.97900390625,0.0,9.5989990234375,,30,Via Vittorio Marchesoni,,,,,,
13618323099,13597565773,0,33786715,track,False,,False,131.08190169265202,0.12077945565317778,0.12077945565317778,12.077945565317778,3.3003594092698965,142.98286567460227,2.383047761243371,447.83099365234375,463.6629943847656,15.832000732421875,0.0,,,,,,,,,
13618323099,275607396,0,33786715,track,False,,True,177.74856701664862,-0.06330847506411824,0.06330847506411824,-6.330847506411824,5.726931122311624,111.73433512531005,1.8622389187551676,447.83099365234375,436.5780029296875,0.0,11.25299072265625,,,,,,,,,
13618323099,13618331002,0,1485436268,track,False,,False,79.56280357823863,-0.12779840340316004,0.12779840340316004,-12.779840340316003,4.569779970814709,62.67831158413399,1.0446385264022333,447.83099365234375,437.6629943847656,0.0,10.167999267578125,,,,,,,,,
4020123745,4020123923,0,399280052,track,False,,False,136.60744238288908,-0.07884633447393444,0.07884633447393444,-7.884633447393444,5.423803372342876,90.67194343477233,1.5111990572462055,436.93798828125,426.1669921875,0.0,10.77099609375,,,,,,,,,
4020123745,4020123917,0,399280053,service,False,,False,109.0916551295594,-0.021742989937668617,0.021742989937668617,-2.1742989937668615,5.43500224702905,72.25939210624851,1.2043232017708085,436.93798828125,434.5660095214844,0.0,2.371978759765625,,,,,,,,,
4020123745,275607396,0,399280053,service,False,,True,11.791899313266843,-0.030528190751890776,0.030528190751890776,-3.0528190751890776,5.604714602546988,7.574130091917512,0.12623550153195853,436.93798828125,436.5780029296875,0.0,0.3599853515625,,,,,,,,,
13618331003,13618331004,0,1485436269,track,False,,False,3.2968576587032543,-0.036396814667060094,0.036396814667060094,-3.6396814667060093,5.721026918949464,2.0745729288599692,0.03457621548099949,452.17498779296875,452.05499267578125,0.0,0.1199951171875,,,,,,,,,
13618331003,1789974491,0,1120615348,unclassified,False,,False,149.65971701635274,0.07295215763628068,0.07295215763628068,7.295215763628068,3.9017568165994425,138.08522841985746,2.301420473664291,452.17498779296875,463.0929870605469,10.917999267578125,0.0,,30,Via Vittorio Marchesoni,,,,,,
13618331003,275607396,0,1120615348,unclassified,False,,True,142.31101888367346,-0.10959787222119738,0.10959787222119738,-10.959787222119738,4.870355422449205,105.1914333848738,1.7531905564145633,452.17498779296875,436.5780029296875,0.0,15.59698486328125,,30,Via Vittorio Marchesoni,,,,,,
275607399,583485606,0,45846393,path,False,,False,263.1803168133022,-0.1468232566888696,0.1468232566888696,-14.68232566888696,4.275401733905786,221.60470512377964,3.693411752062994,426.97900390625,388.3380126953125,0.0,38.6409912109375,,,,,,,,,
275607399,275607396,0,1120615348,unclassified,False,,False,74.04352657277238,0.12963994919938468,0.12963994919938468,12.963994919938468,3.1995803066431634,83.3098938346818,1.38849823057803,426.97900390625,436.5780029296875,9.5989990234375,0.0,,30,Via Vittorio Marchesoni,,,,,,
275607399,436645557,0,"[79389124, 1120615348]",unclassified,False,,True,249.28747838299319,-0.11093617280210552,0.11093617280210552,-11.093617280210552,4.847595769542484,185.12990043793923,3.0854983406323204,426.97900390625,399.3240051269531,0.0,27.654998779296875,,30,Via Vittorio Marchesoni,,,,,,
583485606,275607399,0,45846393,path,False,,True,263.18031681330217,0.14682325668886964,0.14682325668886964,14.682325668886964,3.012824680646144,314.47204565673354,5.241200760945559,388.3380126953125,426.97900390625,38.6409912109375,0.0,,,,,,,,,
436645557,275607399,0,"[1120615348, 79389124]",unclassified,False,,False,249.28747838299316,0.11093617280210552,0.11093617280210552,11.093617280210552,3.416043002567409,262.71183398578023,4.378530566429671,399.3240051269531,426.97900390625,27.654998779296875,0.0,,30,Via Vittorio Marchesoni,,,,,,
436645557,275607409,0,79389124,unclassified,False,,True,96.81342101420175,-0.03096694989202055,0.03096694989202055,-3.096694989202055,5.613328133727842,62.089424909437234,1.0348237484906206,399.3240051269531,396.32598876953125,0.0,2.998016357421875,,30,Via Vittorio Marchesoni,,,,,,
436645557,279134602,0,399280033,residential,False,,True,77.14317573746953,0.05912389002746915,0.05912389002746915,5.912389002746915,4.0952421724666594,67.81416603932263,1.1302361006553772,399.3240051269531,403.885009765625,4.561004638671875,0.0,,,Via Sabbioni,,,,,,
436645557,4020123722,0,1120615346,service,False,,False,40.14306986403554,0.00224188977563107,0.00224188977563107,0.22418897756310702,4.997375401988857,28.918190026911684,0.4819698337818614,399.3240051269531,399.41400146484375,0.089996337890625,0.0,,,,,,,,,
275607409,436645557,0,79389124,unclassified,False,,False,96.81342101420174,0.030966949892020555,0.030966949892020555,3.0966949892020557,4.519381483766234,77.11858733391976,1.2853097888986627,396.32598876953125,399.3240051269531,2.998016357421875,0.0,,30,Via Vittorio Marchesoni,,,,,,
275607409,434151520,0,79389124,unclassified,False,,True,33.876855441968985,0.01597006622786342,0.01597006622786342,1.597006622786342,4.762935774292073,25.605358831279872,0.4267559805213312,396.32598876953125,396.86700439453125,0.541015625,0.0,,30,Via Vittorio Marchesoni,,,,,,
275607409,4020139700,0,399281973,service,False,driveway,False,40.01333950080036,-0.08844554113692414,0.08844554113692414,-8.844554113692414,5.244605766002737,27.4659390295164,0.45776565049193996,396.32598876953125,392.7869873046875,0.0,3.53900146484375,,,,,,,,,
434151520,279134602,0,1199480649,service,False,,False,98.09737435450452,0.0715412152187893,0.0715412152187893,7.154121521878929,3.921072510359328,90.0647837404704,1.5010797290078401,396.86700439453125,403.885009765625,7.01800537109375,0.0,,30,Via Sabbioni,,,,,,
434151520,275607409,0,79389124,unclassified,False,,False,33.876855441968985,-0.01597006622786342,0.01597006622786342,-1.597006622786342,5.326288749640826,22.897121302203605,0.3816186883700601,396.86700439453125,396.32598876953125,0.0,0.541015625,,30,Via Vittorio Marchesoni,,,,,,
434151520,10249326474,0,79389124,unclassified,False,,True,177.60200118179503,-0.07414330457965528,0.07414330457965528,-7.414330457965527,5.513821297451315,115.9571864525244,1.9326197742087399,396.86700439453125,383.6990051269531,0.0,13.167999267578125,,30,Via Vittorio Marchesoni,,,,,,
4020139700,275607409,0,399281973,service,False,driveway,True,40.01333950080037,0.08844554113692413,0.08844554113692413,8.844554113692412,3.6958112185722185,38.976022768427704,0.6496003794737951,392.7869873046875,396.32598876953125,3.53900146484375,0.0,,,,,,,,,
11125253171,275607957,0,25610006,residential,False,,False,76.89280076575288,0.07528665111938673,0.07528665111938673,7.528665111938674,3.87000651425462,71.52806635779682,1.1921344392966136,474.70098876953125,480.489990234375,5.78900146484375,0.0,,,Via del Senter,,,,,,
11125253171,431102694,0,25610006,residential,False,,True,74.01633065950264,-0.03930209125623247,0.03930209125623247,-3.930209125623247,5.779497774157104,46.10414274501049,0.7684023790835082,474.70098876953125,471.7919921875,0.0,2.90899658203125,,,Via del Senter,,,,,,
11125253171,11125253170,0,1199480650,service,False,driveway,False,43.478719091355615,0.014466796995853348,0.014466796995853348,1.4466796995853348,4.788061727518174,32.690344785929064,0.5448390797654844,474.70098876953125,475.3299865722656,0.628997802734375,0.0,,,,,,,,,
3724441734,1123840384,0,96996848,unclassified,False,,False,4.408164404816628,-0.020415830632879647,0.020415830632879647,-2.041583063287965,5.409814892360341,2.9334445213181652,0.04889074202196942,480.3399963378906,480.25,0.0,0.089996337890625,,,Piazza Oltrecastello,,,,,,
3724441734,10249786053,0,1120663247,footway,False,,False,4.3801027309328475,0.006848875731845231,0.006848875731845231,0.6848875731845231,4.917441643810803,3.206620631930561,0.05344367719884268,480.3399963378906,480.3699951171875,0.029998779296875,0.0,,,,,,,,,
3724441734,275607957,0,96996848,unclassified,False,,True,6.373220021794177,0.023535025618360655,0.023535025618360655,2.3535025618360654,4.63848071061801,4.946359273617015,0.08243932122695026,480.3399963378906,480.489990234375,0.149993896484375,0.0,,,Piazza Oltrecastello,,,,,,
3724441734,10249786032,0,"[1120663246, 1120663247]",footway,False,,True,70.75431513725188,-0.0012719554661231151,0.0012719554661231151,-0.1271955466123115,5.059214901017621,50.34685014919464,0.839114169153244,480.3399963378906,480.25,0.0,0.089996337890625,,,,,,,,,
275607993,2799582556,0,421813732,secondary,False,,True,15.085724707192421,-0.07358054655547325,0.07358054655547325,-7.358054655547325,5.52469231513019,9.830159916265478,0.16383599860442463,348.93701171875,347.8269958496094,0.0,1.110015869140625,2,,Via Don Tommaso Dallafior,SP204,,,,,
275607993,9044958469,0,25302471,residential,False,,False,35.462413701132455,0.00930524851034286,0.00930524851034286,0.9305248510342861,4.8753461128722115,26.185769454810206,0.4364294909135034,348.93701171875,349.2669982910156,0.329986572265625,0.0,2,,Via dei Valóni,,,,,,
275607993,9044968238,0,419226782,secondary,False,,False,109.88955383905045,0.08271022076515729,0.08271022076515729,8.27102207651573,3.7707491549138576,104.91347410502016,1.7485579017503359,348.93701171875,358.0260009765625,9.0889892578125,0.0,2,,Via Don Tommaso Dallafior,SP204,,,,,
2799582556,275607993,0,421813732,secondary,False,,False,15.085724707192421,0.07358054655547325,0.07358054655547325,7.358054655547325,3.89318487383275,13.94966093465455,0.23249434891090917,347.8269958496094,348.93701171875,1.110015869140625,0.0,2,,Via Don Tommaso Dallafior,SP204,,,,,
2799582556,4215472166,0,421813732,secondary,False,,True,115.08206348048076,-0.07116662834947662,0.07116662834947662,-7.116662834947663,5.571566593751258,74.35887583114956,1.239314597185826,347.8269958496094,339.6369934082031,0.0,8.19000244140625,2,,Via Don Tommaso Dallafior,SP204,,,,,
